Year,State,Age Group,State Rate,State Births,US Births,US Birth Rate,Unit
2014,Montana,15-17 years,13,237,"66,791",10.9,"per 1,000"
2014,Nebraska,15-17 years,9.7,352,"66,791",10.9,"per 1,000"
2014,Nevada,15-17 years,12.2,663,"66,791",10.9,"per 1,000"
2014,New Hampshire,15-17 years,4.4,110,"66,791",10.9,"per 1,000"
2014,New Jersey,15-17 years,5.8,"1,004","66,791",10.9,"per 1,000"
2014,New Mexico,15-17 years,19,768,"66,791",10.9,"per 1,000"
2014,New York,15-17 years,7.2,"2,570","66,791",10.9,"per 1,000"
2014,North Carolina,15-17 years,12.2,"2,302","66,791",10.9,"per 1,000"
2014,North Dakota,15-17 years,8.6,111,"66,791",10.9,"per 1,000"
2014,Ohio,15-17 years,10.6,"2,406","66,791",10.9,"per 1,000"
2014,Oklahoma,15-17 years,16.9,"1,274","66,791",10.9,"per 1,000"
2014,Oregon,15-17 years,8.5,609,"66,791",10.9,"per 1,000"
2014,Pennsylvania,15-17 years,9,"2,094","66,791",10.9,"per 1,000"
2014,Rhode Island,15-17 years,7.6,145,"66,791",10.9,"per 1,000"
2014,South Carolina,15-17 years,13.4,"1,186","66,791",10.9,"per 1,000"
2014,South Dakota,15-17 years,13.2,216,"66,791",10.9,"per 1,000"
2014,Tennessee,15-17 years,13.6,"1,695","66,791",10.9,"per 1,000"
2014,Texas,15-17 years,18.8,"10,644","66,791",10.9,"per 1,000"
2014,Total U.S.,15-17 years,10.9,"66,791","66,791",10.9,"per 1,000"
2014,Utah,15-17 years,7.9,538,"66,791",10.9,"per 1,000"
2014,Vermont,15-17 years,5.5,62,"66,791",10.9,"per 1,000"
2014,Virginia,15-17 years,7.7,"1,178","66,791",10.9,"per 1,000"
2014,Washington,15-17 years,8.3,"1,078","66,791",10.9,"per 1,000"
2014,West Virginia,15-17 years,15.8,506,"66,791",10.9,"per 1,000"
2014,Wisconsin,15-17 years,7.5,824,"66,791",10.9,"per 1,000"
2014,Wyoming,15-17 years,11.8,130,"66,791",10.9,"per 1,000"
2015,Alabama,15-17 years,13.5,"1,295","61,184",9.9,"per 1,000"
2015,Alaska,15-17 years,9.8,142,"61,184",9.9,"per 1,000"
2015,Arizona,15-17 years,11.8,"1,603","61,184",9.9,"per 1,000"
2015,Arkansas,15-17 years,15.6,913,"61,184",9.9,"per 1,000"
2015,California,15-17 years,8.5,"6,448","61,184",9.9,"per 1,000"
2015,Colorado,15-17 years,8.4,852,"61,184",9.9,"per 1,000"
2015,Connecticut,15-17 years,4.6,324,"61,184",9.9,"per 1,000"
2015,Delaware,15-17 years,8.2,142,"61,184",9.9,"per 1,000"
2015,District of Columbia,15-17 years,18.2,141,"61,184",9.9,"per 1,000"
2015,Florida,15-17 years,8.8,"3,103","61,184",9.9,"per 1,000"
2015,Georgia,15-17 years,11.4,"2,389","61,184",9.9,"per 1,000"
2015,Hawaii,15-17 years,7.8,184,"61,184",9.9,"per 1,000"
2015,Idaho,15-17 years,8.5,300,"61,184",9.9,"per 1,000"
2015,Illinois,15-17 years,9.7,"2,458","61,184",9.9,"per 1,000"
2015,Indiana,15-17 years,11.1,"1,499","61,184",9.9,"per 1,000"
2015,Iowa,15-17 years,7.7,466,"61,184",9.9,"per 1,000"
2015,Kansas,15-17 years,9.9,576,"61,184",9.9,"per 1,000"
2015,Kentucky,15-17 years,13.3,"1,120","61,184",9.9,"per 1,000"
2015,Louisiana,15-17 years,14.9,"1,366","61,184",9.9,"per 1,000"
2015,Maine,15-17 years,5.3,123,"61,184",9.9,"per 1,000"
2015,Maryland,15-17 years,8.4,947,"61,184",9.9,"per 1,000"
2015,Massachusetts,15-17 years,4.4,539,"61,184",9.9,"per 1,000"
2015,Michigan,15-17 years,7.8,"1,533","61,184",9.9,"per 1,000"
2015,Minnesota,15-17 years,5.7,594,"61,184",9.9,"per 1,000"
2015,Mississippi,15-17 years,16.1,981,"61,184",9.9,"per 1,000"
2015,Missouri,15-17 years,10.3,"1,207","61,184",9.9,"per 1,000"
2015,Montana,15-17 years,9.9,180,"61,184",9.9,"per 1,000"
2015,Nebraska,15-17 years,10,370,"61,184",9.9,"per 1,000"
2015,Nevada,15-17 years,11.6,637,"61,184",9.9,"per 1,000"
2015,New Hampshire,15-17 years,4.2,101,"61,184",9.9,"per 1,000"
2015,New Jersey,15-17 years,5.3,918,"61,184",9.9,"per 1,000"
2015,New Mexico,15-17 years,17.1,694,"61,184",9.9,"per 1,000"
2015,New York,15-17 years,6.8,"2,420","61,184",9.9,"per 1,000"
2015,North Carolina,15-17 years,10.9,"2,106","61,184",9.9,"per 1,000"
2015,North Dakota,15-17 years,10,128,"61,184",9.9,"per 1,000"
2015,Ohio,15-17 years,10.1,"2,293","61,184",9.9,"per 1,000"
2015,Oklahoma,15-17 years,15.9,"1,225","61,184",9.9,"per 1,000"
2015,Pennsylvania,15-17 years,8.2,"1,917","61,184",9.9,"per 1,000"
2015,Rhode Island,15-17 years,7.5,141,"61,184",9.9,"per 1,000"
2015,South Carolina,15-17 years,11.4,"1,043","61,184",9.9,"per 1,000"
2015,South Dakota,15-17 years,9.7,155,"61,184",9.9,"per 1,000"
2015,Tennessee,15-17 years,12.6,"1,580","61,184",9.9,"per 1,000"
2015,Texas,15-17 years,16.7,"9,704","61,184",9.9,"per 1,000"
2015,Total U.S.,15-17 years,9.9,"61,184","61,184",9.9,"per 1,000"
2015,Utah,15-17 years,6.9,489,"61,184",9.9,"per 1,000"
2015,Vermont,15-17 years,3.9,43,"61,184",9.9,"per 1,000"
2015,Virginia,15-17 years,6.9,"1,056","61,184",9.9,"per 1,000"
2015,Washington,15-17 years,7.3,957,"61,184",9.9,"per 1,000"
2015,West Virginia,15-17 years,12.3,399,"61,184",9.9,"per 1,000"
2015,Wisconsin,15-17 years,6.4,706,"61,184",9.9,"per 1,000"
2015,Wyoming,15-17 years,9.7,103,"61,184",9.9,"per 1,000"
1990,Alabama,15-19 years,71,"11,252","521,826",59.9,"per 1,000"
1990,Alaska,15-19 years,65.3,"1,142","521,826",59.9,"per 1,000"
1990,Arizona,15-19 years,75.5,"9,612","521,826",59.9,"per 1,000"
1990,Arkansas,15-19 years,80.1,"7,011","521,826",59.9,"per 1,000"
1990,California,15-19 years,70.6,"69,712","521,826",59.9,"per 1,000"
1990,Colorado,15-19 years,54.5,"5,975","521,826",59.9,"per 1,000"
1990,Connecticut,15-19 years,38.8,"4,038","521,826",59.9,"per 1,000"
1990,Delaware,15-19 years,54.5,"1,277","521,826",59.9,"per 1,000"
1990,District of Columbia,15-19 years,93.1,"2,030","521,826",59.9,"per 1,000"
1990,Florida,15-19 years,69.1,"27,017","521,826",59.9,"per 1,000"
1990,Georgia,15-19 years,75.5,"18,369","521,826",59.9,"per 1,000"
1990,Hawaii,15-19 years,61.2,"2,122","521,826",59.9,"per 1,000"
1990,Idaho,15-19 years,50.6,"2,009","521,826",59.9,"per 1,000"
1990,Illinois,15-19 years,62.9,"24,967","521,826",59.9,"per 1,000"
1990,Indiana,15-19 years,58.6,"12,335","521,826",59.9,"per 1,000"
1990,Iowa,15-19 years,40.5,"3,989","521,826",59.9,"per 1,000"
1990,Kansas,15-19 years,56.1,"4,722","521,826",59.9,"per 1,000"
1990,Kentucky,15-19 years,67.6,"9,349","521,826",59.9,"per 1,000"
1990,Louisiana,15-19 years,74.2,"12,270","521,826",59.9,"per 1,000"
1990,Maine,15-19 years,43,"1,857","521,826",59.9,"per 1,000"
1990,Maryland,15-19 years,53.2,"8,143","521,826",59.9,"per 1,000"
1990,Massachusetts,15-19 years,35.1,"7,266","521,826",59.9,"per 1,000"
1990,Michigan,15-19 years,59,"20,312","521,826",59.9,"per 1,000"
1990,Minnesota,15-19 years,36.3,"5,342","521,826",59.9,"per 1,000"
1990,Mississippi,15-19 years,81,"8,909","521,826",59.9,"per 1,000"
1990,Missouri,15-19 years,62.8,"11,227","521,826",59.9,"per 1,000"
1990,Montana,15-19 years,48.4,"1,331","521,826",59.9,"per 1,000"
1990,Nebraska,15-19 years,42.3,"2,352","521,826",59.9,"per 1,000"
1990,Nevada,15-19 years,73.3,"2,663","521,826",59.9,"per 1,000"
1990,New Hampshire,15-19 years,33,"1,258","521,826",59.9,"per 1,000"
1990,New Jersey,15-19 years,40.5,"10,068","521,826",59.9,"per 1,000"
1990,New Mexico,15-19 years,78.2,"4,367","521,826",59.9,"per 1,000"
1990,New York,15-19 years,43.6,"26,608","521,826",59.9,"per 1,000"
1990,North Carolina,15-19 years,67.6,"16,506","521,826",59.9,"per 1,000"
1990,North Dakota,15-19 years,35.4,793,"521,826",59.9,"per 1,000"
1990,Ohio,15-19 years,57.9,"22,690","521,826",59.9,"per 1,000"
1990,Oklahoma,15-19 years,66.8,"7,590","521,826",59.9,"per 1,000"
1990,Oregon,15-19 years,54.6,"5,084","521,826",59.9,"per 1,000"
1990,Pennsylvania,15-19 years,44.9,"18,216","521,826",59.9,"per 1,000"
1990,Rhode Island,15-19 years,43.9,"1,564","521,826",59.9,"per 1,000"
1990,South Carolina,15-19 years,71.3,"9,721","521,826",59.9,"per 1,000"
1990,South Dakota,15-19 years,46.8,"1,172","521,826",59.9,"per 1,000"
1990,Tennessee,15-19 years,72.3,"12,928","521,826",59.9,"per 1,000"
1990,Texas,15-19 years,75.3,"48,302","521,826",59.9,"per 1,000"
1990,Total U.S.,15-19 years,59.9,"521,826","521,826",59.9,"per 1,000"
1990,Utah,15-19 years,48.5,"3,707","521,826",59.9,"per 1,000"
1990,Vermont,15-19 years,34,702,"521,826",59.9,"per 1,000"
1990,Virginia,15-19 years,52.9,"11,353","521,826",59.9,"per 1,000"
1990,Washington,15-19 years,53.1,"8,397","521,826",59.9,"per 1,000"
1990,West Virginia,15-19 years,57.3,"3,976","521,826",59.9,"per 1,000"
1990,Wisconsin,15-19 years,42.6,"7,281","521,826",59.9,"per 1,000"
1990,Wyoming,15-19 years,56.3,943,"521,826",59.9,"per 1,000"
1991,Alabama,15-19 years,73.6,"11,272","519,577",61.8,"per 1,000"
1991,Alaska,15-19 years,66,"1,215","519,577",61.8,"per 1,000"
1991,Arizona,15-19 years,79.7,"9,922","519,577",61.8,"per 1,000"
1991,Arkansas,15-19 years,79.5,"6,880","519,577",61.8,"per 1,000"
1991,California,15-19 years,73.8,"70,442","519,577",61.8,"per 1,000"
1991,Colorado,15-19 years,58.3,"6,259","519,577",61.8,"per 1,000"
1991,Connecticut,15-19 years,40.1,"3,903","519,577",61.8,"per 1,000"
1991,Delaware,15-19 years,60.4,"1,320","519,577",61.8,"per 1,000"
1991,District of Columbia,15-19 years,109.6,"1,949","519,577",61.8,"per 1,000"
1991,Florida,15-19 years,67.9,"26,200","519,577",61.8,"per 1,000"
1991,Georgia,15-19 years,76,"17,896","519,577",61.8,"per 1,000"
1991,Hawaii,15-19 years,59.2,"2,073","519,577",61.8,"per 1,000"
1991,Idaho,15-19 years,53.9,"2,221","519,577",61.8,"per 1,000"
1991,Illinois,15-19 years,64.5,"24,662","519,577",61.8,"per 1,000"
1991,Indiana,15-19 years,60.4,"12,148","519,577",61.8,"per 1,000"
1991,Iowa,15-19 years,42.5,"4,044","519,577",61.8,"per 1,000"
1991,Kansas,15-19 years,55.4,"4,534","519,577",61.8,"per 1,000"
1991,Kentucky,15-19 years,68.8,"9,253","519,577",61.8,"per 1,000"
1991,Louisiana,15-19 years,76,"12,286","519,577",61.8,"per 1,000"
1991,Maine,15-19 years,43.5,"1,805","519,577",61.8,"per 1,000"
1991,Maryland,15-19 years,54.1,"7,947","519,577",61.8,"per 1,000"
1991,Massachusetts,15-19 years,37.5,"6,896","519,577",61.8,"per 1,000"
1991,Michigan,15-19 years,58.9,"19,405","519,577",61.8,"per 1,000"
1991,Minnesota,15-19 years,37.3,"5,345","519,577",61.8,"per 1,000"
1991,Mississippi,15-19 years,85.3,"9,062","519,577",61.8,"per 1,000"
1991,Missouri,15-19 years,64.4,"11,121","519,577",61.8,"per 1,000"
1991,Montana,15-19 years,46.8,"1,311","519,577",61.8,"per 1,000"
1991,Nebraska,15-19 years,42.4,"2,329","519,577",61.8,"per 1,000"
1991,Nevada,15-19 years,74.5,"2,798","519,577",61.8,"per 1,000"
1991,New Hampshire,15-19 years,33.1,"1,156","519,577",61.8,"per 1,000"
1991,New Jersey,15-19 years,41.3,"9,901","519,577",61.8,"per 1,000"
1991,New Mexico,15-19 years,79.5,"4,518","519,577",61.8,"per 1,000"
1991,New York,15-19 years,45.5,"26,231","519,577",61.8,"per 1,000"
1991,North Carolina,15-19 years,70,"16,132","519,577",61.8,"per 1,000"
1991,North Dakota,15-19 years,35.5,769,"519,577",61.8,"per 1,000"
1991,Ohio,15-19 years,60.5,"22,721","519,577",61.8,"per 1,000"
1991,Oklahoma,15-19 years,72.1,"8,040","519,577",61.8,"per 1,000"
1991,Oregon,15-19 years,54.8,"5,140","519,577",61.8,"per 1,000"
1991,Pennsylvania,15-19 years,46.7,"17,854","519,577",61.8,"per 1,000"
1991,Rhode Island,15-19 years,44.7,"1,408","519,577",61.8,"per 1,000"
1991,South Carolina,15-19 years,72.5,"9,515","519,577",61.8,"per 1,000"
1991,South Dakota,15-19 years,47.6,"1,192","519,577",61.8,"per 1,000"
1991,Tennessee,15-19 years,74.8,"12,868","519,577",61.8,"per 1,000"
1991,Texas,15-19 years,78.4,"49,588","519,577",61.8,"per 1,000"
1991,Total U.S.,15-19 years,61.8,"519,577","519,577",61.8,"per 1,000"
1991,Utah,15-19 years,48,"3,829","519,577",61.8,"per 1,000"
1991,Vermont,15-19 years,39.2,739,"519,577",61.8,"per 1,000"
1991,Virginia,15-19 years,53.4,"10,890","519,577",61.8,"per 1,000"
1991,Washington,15-19 years,53.7,"8,490","519,577",61.8,"per 1,000"
1991,West Virginia,15-19 years,58,"3,900","519,577",61.8,"per 1,000"
1991,Wisconsin,15-19 years,43.7,"7,270","519,577",61.8,"per 1,000"
1991,Wyoming,15-19 years,54.3,928,"519,577",61.8,"per 1,000"
1992,Alabama,15-19 years,72,"10,960","505,415",60.3,"per 1,000"
1992,Alaska,15-19 years,65.2,"1,260","505,415",60.3,"per 1,000"
1992,Arizona,15-19 years,80.2,"10,147","505,415",60.3,"per 1,000"
1992,Arkansas,15-19 years,74.8,"6,554","505,415",60.3,"per 1,000"
1992,California,15-19 years,72.8,"69,401","505,415",60.3,"per 1,000"
1992,Colorado,15-19 years,58.4,"6,401","505,415",60.3,"per 1,000"
1992,Connecticut,15-19 years,39,"3,701","505,415",60.3,"per 1,000"
1992,Delaware,15-19 years,58.7,"1,265","505,415",60.3,"per 1,000"
1992,District of Columbia,15-19 years,106.7,"1,704","505,415",60.3,"per 1,000"
1992,Florida,15-19 years,65.2,"25,213","505,415",60.3,"per 1,000"
1992,Georgia,15-19 years,74.2,"17,462","505,415",60.3,"per 1,000"
1992,Hawaii,15-19 years,54.2,"1,956","505,415",60.3,"per 1,000"
1992,Idaho,15-19 years,51.5,"2,229","505,415",60.3,"per 1,000"
1992,Illinois,15-19 years,63,"23,981","505,415",60.3,"per 1,000"
1992,Indiana,15-19 years,58.5,"11,668","505,415",60.3,"per 1,000"
1992,Iowa,15-19 years,40.5,"3,872","505,415",60.3,"per 1,000"
1992,Kansas,15-19 years,55.6,"4,640","505,415",60.3,"per 1,000"
1992,Kentucky,15-19 years,64.8,"8,710","505,415",60.3,"per 1,000"
1992,Louisiana,15-19 years,76.1,"12,392","505,415",60.3,"per 1,000"
1992,Maine,15-19 years,40,"1,625","505,415",60.3,"per 1,000"
1992,Maryland,15-19 years,50.6,"7,356","505,415",60.3,"per 1,000"
1992,Massachusetts,15-19 years,37.5,"6,558","505,415",60.3,"per 1,000"
1992,Michigan,15-19 years,56.6,"18,374","505,415",60.3,"per 1,000"
1992,Minnesota,15-19 years,35.9,"5,210","505,415",60.3,"per 1,000"
1992,Mississippi,15-19 years,83.6,"8,810","505,415",60.3,"per 1,000"
1992,Missouri,15-19 years,63.1,"10,857","505,415",60.3,"per 1,000"
1992,Montana,15-19 years,46,"1,345","505,415",60.3,"per 1,000"
1992,Nebraska,15-19 years,41.1,"2,285","505,415",60.3,"per 1,000"
1992,Nevada,15-19 years,70.6,"2,719","505,415",60.3,"per 1,000"
1992,New Hampshire,15-19 years,31.3,"1,062","505,415",60.3,"per 1,000"
1992,New Jersey,15-19 years,38.9,"9,262","505,415",60.3,"per 1,000"
1992,New Mexico,15-19 years,79.7,"4,670","505,415",60.3,"per 1,000"
1992,New York,15-19 years,44.5,"25,363","505,415",60.3,"per 1,000"
1992,North Carolina,15-19 years,69.2,"15,653","505,415",60.3,"per 1,000"
1992,North Dakota,15-19 years,36.9,811,"505,415",60.3,"per 1,000"
1992,Ohio,15-19 years,58,"21,539","505,415",60.3,"per 1,000"
1992,Oklahoma,15-19 years,69.8,"7,858","505,415",60.3,"per 1,000"
1992,Oregon,15-19 years,53,"5,125","505,415",60.3,"per 1,000"
1992,Pennsylvania,15-19 years,44.8,"16,835","505,415",60.3,"per 1,000"
1992,Rhode Island,15-19 years,46.2,"1,381","505,415",60.3,"per 1,000"
1992,South Carolina,15-19 years,69.7,"9,052","505,415",60.3,"per 1,000"
1992,South Dakota,15-19 years,48.3,"1,245","505,415",60.3,"per 1,000"
1992,Tennessee,15-19 years,70.9,"12,127","505,415",60.3,"per 1,000"
1992,Texas,15-19 years,78.2,"49,805","505,415",60.3,"per 1,000"
1992,Total U.S.,15-19 years,60.3,"505,415","505,415",60.3,"per 1,000"
1992,Utah,15-19 years,45.7,"3,869","505,415",60.3,"per 1,000"
1992,Vermont,15-19 years,35.6,649,"505,415",60.3,"per 1,000"
1992,Virginia,15-19 years,51.7,"10,465","505,415",60.3,"per 1,000"
1992,Washington,15-19 years,51,"8,303","505,415",60.3,"per 1,000"
1992,West Virginia,15-19 years,56.3,"3,758","505,415",60.3,"per 1,000"
1992,Wisconsin,15-19 years,42,"7,050","505,415",60.3,"per 1,000"
1992,Wyoming,15-19 years,49.8,878,"505,415",60.3,"per 1,000"
1993,Arkansas,15-19 years,72.8,"6,486","501,093",59,"per 1,000"
1993,Alabama,15-19 years,69.2,"10,645","501,093",59,"per 1,000"
1993,Alaska,15-19 years,59.7,"1,183","501,093",59,"per 1,000"
1993,Arizona,15-19 years,78.1,"10,252","501,093",59,"per 1,000"
1993,California,15-19 years,71.8,"68,643","501,093",59,"per 1,000"
1993,Colorado,15-19 years,55.8,"6,324","501,093",59,"per 1,000"
1993,Connecticut,15-19 years,38.8,"3,655","501,093",59,"per 1,000"
1993,Delaware,15-19 years,58,"1,277","501,093",59,"per 1,000"
1993,District of Columbia,15-19 years,112.8,"1,766","501,093",59,"per 1,000"
1993,Florida,15-19 years,63.7,"25,037","501,093",59,"per 1,000"
1993,Georgia,15-19 years,72,"17,230","501,093",59,"per 1,000"
1993,Hawaii,15-19 years,53.7,"1,960","501,093",59,"per 1,000"
1993,Idaho,15-19 years,50.3,"2,309","501,093",59,"per 1,000"
1993,Illinois,15-19 years,62,"23,776","501,093",59,"per 1,000"
1993,Indiana,15-19 years,57.9,"11,690","501,093",59,"per 1,000"
1993,Iowa,15-19 years,40.7,"4,003","501,093",59,"per 1,000"
1993,Kansas,15-19 years,55.5,"4,767","501,093",59,"per 1,000"
1993,Kentucky,15-19 years,63.7,"8,692","501,093",59,"per 1,000"
1993,Louisiana,15-19 years,75.9,"12,551","501,093",59,"per 1,000"
1993,Maine,15-19 years,37.1,"1,505","501,093",59,"per 1,000"
1993,Maryland,15-19 years,49.7,"7,253","501,093",59,"per 1,000"
1993,Massachusetts,15-19 years,37.2,"6,473","501,093",59,"per 1,000"
1993,Michigan,15-19 years,53.1,"17,226","501,093",59,"per 1,000"
1993,Minnesota,15-19 years,35,"5,216","501,093",59,"per 1,000"
1993,Mississippi,15-19 years,82.2,"8,768","501,093",59,"per 1,000"
1993,Missouri,15-19 years,59.4,"10,431","501,093",59,"per 1,000"
1993,Montana,15-19 years,46.1,"1,402","501,093",59,"per 1,000"
1993,Nebraska,15-19 years,40.5,"2,305","501,093",59,"per 1,000"
1993,Nevada,15-19 years,73.2,"2,922","501,093",59,"per 1,000"
1993,New Hampshire,15-19 years,30.5,"1,046","501,093",59,"per 1,000"
1993,New Jersey,15-19 years,37.9,"8,999","501,093",59,"per 1,000"
1993,New Mexico,15-19 years,80.6,"4,873","501,093",59,"per 1,000"
1993,New York,15-19 years,44.6,"25,539","501,093",59,"per 1,000"
1993,North Carolina,15-19 years,66.1,"15,113","501,093",59,"per 1,000"
1993,North Dakota,15-19 years,36.3,822,"501,093",59,"per 1,000"
1993,Ohio,15-19 years,56.7,"21,173","501,093",59,"per 1,000"
1993,Oklahoma,15-19 years,68.3,"7,807","501,093",59,"per 1,000"
1993,Oregon,15-19 years,50.8,"5,092","501,093",59,"per 1,000"
1993,Pennsylvania,15-19 years,43.7,"16,508","501,093",59,"per 1,000"
1993,Rhode Island,15-19 years,47.6,"1,437","501,093",59,"per 1,000"
1993,South Carolina,15-19 years,64.7,"8,448","501,093",59,"per 1,000"
1993,South Dakota,15-19 years,44.4,"1,185","501,093",59,"per 1,000"
1993,Tennessee,15-19 years,69.2,"11,992","501,093",59,"per 1,000"
1993,Texas,15-19 years,77.7,"50,425","501,093",59,"per 1,000"
1993,Total U.S.,15-19 years,59,"501,093","501,093",59,"per 1,000"
1993,Utah,15-19 years,43.4,"3,951","501,093",59,"per 1,000"
1993,Vermont,15-19 years,34.8,641,"501,093",59,"per 1,000"
1993,Virginia,15-19 years,49.6,"10,104","501,093",59,"per 1,000"
1993,Washington,15-19 years,50.5,"8,483","501,093",59,"per 1,000"
1993,West Virginia,15-19 years,55.6,"3,738","501,093",59,"per 1,000"
1993,Wisconsin,15-19 years,41,"7,060","501,093",59,"per 1,000"
1993,Wyoming,15-19 years,49.9,910,"501,093",59,"per 1,000"
1994,Oregon,15-19 years,50.2,"5,240","505,488",58.2,"per 1,000"
1994,Alabama,15-19 years,70.6,"10,999","505,488",58.2,"per 1,000"
1994,Alaska,15-19 years,59.5,"1,210","505,488",58.2,"per 1,000"
1994,Arizona,15-19 years,76.8,"10,589","505,488",58.2,"per 1,000"
1994,Arkansas,15-19 years,74.8,"6,797","505,488",58.2,"per 1,000"
1994,California,15-19 years,70.2,"68,332","505,488",58.2,"per 1,000"
1994,Colorado,15-19 years,55.2,"6,526","505,488",58.2,"per 1,000"
1994,Connecticut,15-19 years,39.7,"3,776","505,488",58.2,"per 1,000"
1994,Delaware,15-19 years,57.8,"1,322","505,488",58.2,"per 1,000"
1994,District of Columbia,15-19 years,97,"1,547","505,488",58.2,"per 1,000"
1994,Florida,15-19 years,63,"25,435","505,488",58.2,"per 1,000"
1994,Georgia,15-19 years,70.6,"17,337","505,488",58.2,"per 1,000"
1994,Hawaii,15-19 years,54.4,"2,017","505,488",58.2,"per 1,000"
1994,Idaho,15-19 years,46.1,"2,248","505,488",58.2,"per 1,000"
1994,Illinois,15-19 years,61.5,"24,031","505,488",58.2,"per 1,000"
1994,Indiana,15-19 years,57,"11,739","505,488",58.2,"per 1,000"
1994,Iowa,15-19 years,39.3,"3,991","505,488",58.2,"per 1,000"
1994,Kansas,15-19 years,53.3,"4,741","505,488",58.2,"per 1,000"
1994,Kentucky,15-19 years,64.2,"8,919","505,488",58.2,"per 1,000"
1994,Louisiana,15-19 years,74.5,"12,633","505,488",58.2,"per 1,000"
1994,Maine,15-19 years,35.6,"1,459","505,488",58.2,"per 1,000"
1994,Maryland,15-19 years,49.3,"7,332","505,488",58.2,"per 1,000"
1994,Massachusetts,15-19 years,36.4,"6,415","505,488",58.2,"per 1,000"
1994,Michigan,15-19 years,52,"17,063","505,488",58.2,"per 1,000"
1994,Minnesota,15-19 years,34.4,"5,336","505,488",58.2,"per 1,000"
1994,Mississippi,15-19 years,81.7,"8,897","505,488",58.2,"per 1,000"
1994,Missouri,15-19 years,58.6,"10,584","505,488",58.2,"per 1,000"
1994,Montana,15-19 years,41.6,"1,320","505,488",58.2,"per 1,000"
1994,Nebraska,15-19 years,42.9,"2,509","505,488",58.2,"per 1,000"
1994,Nevada,15-19 years,73.4,"3,134","505,488",58.2,"per 1,000"
1994,New Hampshire,15-19 years,29.9,"1,051","505,488",58.2,"per 1,000"
1994,New Jersey,15-19 years,39,"9,345","505,488",58.2,"per 1,000"
1994,New Mexico,15-19 years,77,"4,841","505,488",58.2,"per 1,000"
1994,New York,15-19 years,44.3,"25,729","505,488",58.2,"per 1,000"
1994,North Carolina,15-19 years,65.3,"15,224","505,488",58.2,"per 1,000"
1994,North Dakota,15-19 years,33.9,796,"505,488",58.2,"per 1,000"
1994,Ohio,15-19 years,54.9,"20,823","505,488",58.2,"per 1,000"
1994,Oklahoma,15-19 years,65.6,"7,670","505,488",58.2,"per 1,000"
1994,Pennsylvania,15-19 years,42.9,"16,476","505,488",58.2,"per 1,000"
1994,Rhode Island,15-19 years,45,"1,389","505,488",58.2,"per 1,000"
1994,South Carolina,15-19 years,64.7,"8,585","505,488",58.2,"per 1,000"
1994,South Dakota,15-19 years,43,"1,192","505,488",58.2,"per 1,000"
1994,Tennessee,15-19 years,69.7,"12,350","505,488",58.2,"per 1,000"
1994,Texas,15-19 years,77.2,"51,471","505,488",58.2,"per 1,000"
1994,Total U.S.,15-19 years,58.2,"505,488","505,488",58.2,"per 1,000"
1994,Utah,15-19 years,41.4,"4,043","505,488",58.2,"per 1,000"
1994,Vermont,15-19 years,32.4,617,"505,488",58.2,"per 1,000"
1994,Virginia,15-19 years,50.5,"10,470","505,488",58.2,"per 1,000"
1994,Washington,15-19 years,48.6,"8,467","505,488",58.2,"per 1,000"
1994,West Virginia,15-19 years,54.3,"3,674","505,488",58.2,"per 1,000"
1994,Wisconsin,15-19 years,38.8,"6,876","505,488",58.2,"per 1,000"
1994,Wyoming,15-19 years,48.7,921,"505,488",58.2,"per 1,000"
1995,Alabama,15-19 years,68.5,"10,857","499,873",56,"per 1,000"
1995,Alaska,15-19 years,54.5,"1,136","499,873",56,"per 1,000"
1995,Arizona,15-19 years,73.5,"10,745","499,873",56,"per 1,000"
1995,Arkansas,15-19 years,71.9,"6,710","499,873",56,"per 1,000"
1995,California,15-19 years,66.8,"66,764","499,873",56,"per 1,000"
1995,Colorado,15-19 years,52.3,"6,464","499,873",56,"per 1,000"
1995,Connecticut,15-19 years,38.6,"3,716","499,873",56,"per 1,000"
1995,Delaware,15-19 years,54.6,"1,301","499,873",56,"per 1,000"
1995,District of Columbia,15-19 years,85.2,"1,404","499,873",56,"per 1,000"
1995,Florida,15-19 years,60.2,"25,088","499,873",56,"per 1,000"
1995,Georgia,15-19 years,69.8,"17,727","499,873",56,"per 1,000"
1995,Hawaii,15-19 years,48.8,"1,841","499,873",56,"per 1,000"
1995,Idaho,15-19 years,48.7,"2,489","499,873",56,"per 1,000"
1995,Illinois,15-19 years,58.4,"23,467","499,873",56,"per 1,000"
1995,Indiana,15-19 years,56.6,"11,933","499,873",56,"per 1,000"
1995,Iowa,15-19 years,38.3,"4,024","499,873",56,"per 1,000"
1995,Kansas,15-19 years,52,"4,801","499,873",56,"per 1,000"
1995,Kentucky,15-19 years,62.3,"8,819","499,873",56,"per 1,000"
1995,Louisiana,15-19 years,69.9,"12,208","499,873",56,"per 1,000"
1995,Maine,15-19 years,33.9,"1,406","499,873",56,"per 1,000"
1995,Maryland,15-19 years,47.2,"7,211","499,873",56,"per 1,000"
1995,Massachusetts,15-19 years,33.3,"6,001","499,873",56,"per 1,000"
1995,Michigan,15-19 years,49.1,"16,467","499,873",56,"per 1,000"
1995,Minnesota,15-19 years,32.5,"5,241","499,873",56,"per 1,000"
1995,Mississippi,15-19 years,79.2,"8,848","499,873",56,"per 1,000"
1995,Missouri,15-19 years,55.1,"10,282","499,873",56,"per 1,000"
